지점,지점명,일시,기온(°C),풍속(m/s),습도(%),일사(MJ/m2),전운량(10분위),지면온도(°C)
112,인천,2019-01-06 21:00,-2.2,0.9,64,,0,-3.5
112,인천,2019-01-06 22:00,-2.1,1.1,60,,0,-4.1
112,인천,2019-01-06 23:00,-2.4,1.1,66,,0,-4.6
112,인천,2019-01-07 0:00,-2.6,1.2,63,,0,-4.8
112,인천,2019-01-07 1:00,-2.8,1.5,80,,0,-4.9
112,인천,2019-01-07 2:00,-2.8,1.2,85,,0,-4.8
112,인천,2019-01-07 3:00,-3.6,1.1,85,,0,-5
112,인천,2019-01-07 4:00,-3.9,2.2,66,,0,-5.2
112,인천,2019-01-07 5:00,-4.5,1.7,54,,0,-5.5
112,인천,2019-01-07 6:00,-4.6,1,55,,0,-5.9
112,인천,2019-01-07 7:00,-4.4,1,48,,0,-5.9
112,인천,2019-01-07 8:00,-4.6,1.3,48,0,2,-6.1
112,인천,2019-01-07 9:00,-3.7,0.7,54,0.2,3,-4.5
112,인천,2019-01-07 10:00,-1.6,0.7,51,0.66,5,-1
112,인천,2019-01-07 11:00,-0.3,1.6,48,1.17,0,0.8
112,인천,2019-01-07 12:00,0.6,2.8,46,1.51,0,3.1
112,인천,2019-01-07 13:00,1.5,1.4,48,1.6,7,4.6
112,인천,2019-01-07 14:00,1.9,6,41,1.49,7,3.7
112,인천,2019-01-07 15:00,1.6,5.1,49,1.09,8,1.8
112,인천,2019-01-07 16:00,1.3,3.9,50,0.45,9,0.3
112,인천,2019-01-07 17:00,1,2.4,60,0.24,7,-0.5
112,인천,2019-01-07 18:00,0.5,3,66,0,8,-0.8
112,인천,2019-01-07 19:00,0.4,2.3,66,,8,-1
112,인천,2019-01-07 20:00,0.2,1.7,70,,5,-1.4
112,인천,2019-01-07 21:00,0.1,2,72,,5,-1.8
112,인천,2019-01-07 22:00,-0.3,2.7,70,,9,-2.1
112,인천,2019-01-07 23:00,-0.6,2.2,68,,4,-2.7
112,인천,2019-01-08 0:00,-1.3,1.7,48,,3,-3.4
112,인천,2019-01-08 1:00,-1.6,3.4,55,,9,-3.6
112,인천,2019-01-08 2:00,-2.3,3.4,48,,4,-4.1
112,인천,2019-01-08 3:00,-2.6,2.8,48,,0,-4.4
112,인천,2019-01-08 4:00,-3.1,2.7,45,,0,-4.7
112,인천,2019-01-08 5:00,-3.1,4,43,,0,-4.9
112,인천,2019-01-08 6:00,-3,4.3,43,,0,-4.8
112,인천,2019-01-08 7:00,-3,3.1,50,,1,-5
112,인천,2019-01-08 8:00,-3.1,4,50,0,0,-4.9
112,인천,2019-01-08 9:00,-2.7,2.7,52,0.25,0,-4
112,인천,2019-01-08 10:00,-2.3,5.1,47,0.79,0,-0.9
112,인천,2019-01-08 11:00,-1.9,4.3,43,1.3,0,0.5
112,인천,2019-01-08 12:00,-1.7,5.5,37,1.69,0,2.4
112,인천,2019-01-08 13:00,-1.1,5.2,31,1.81,0,3.3
112,인천,2019-01-08 14:00,-0.5,5,29,1.73,0,3.2
112,인천,2019-01-08 15:00,0,5.6,29,1.45,2,1.5
112,인천,2019-01-08 16:00,-0.3,7.8,37,0.93,3,-0.6
112,인천,2019-01-08 17:00,-1.1,6.9,37,0.33,1,-1
112,인천,2019-01-08 18:00,-2,6.2,42,0.03,1,-1.9
112,인천,2019-01-08 19:00,-2.8,7.7,43,,4,-2.7
112,인천,2019-01-08 20:00,-4.6,8.3,37,,0,-3.7
112,인천,2019-01-08 21:00,-5.1,6.7,38,,0,-4.6
112,인천,2019-01-08 22:00,-5.6,5.8,35,,2,-5.1
112,인천,2019-01-08 23:00,-5.8,4.4,36,,0,-5.6
112,인천,2019-01-09 0:00,-5.8,6.1,37,,0,-5.7
112,인천,2019-01-09 1:00,-6.1,4.8,37,,0,-6
112,인천,2019-01-09 2:00,-6.5,5.2,35,,0,-6.2
112,인천,2019-01-09 3:00,-7,5.7,35,,0,-6.6
112,인천,2019-01-09 4:00,-7.5,3.3,37,,0,-6.8
112,인천,2019-01-09 5:00,-7.9,1.2,37,,3,-7
112,인천,2019-01-09 6:00,-8.2,1.7,38,,3,-7
112,인천,2019-01-09 7:00,-8.1,2.6,38,,4,-7.3
112,인천,2019-01-09 8:00,-8.2,2.5,41,0,5,-7.3
112,인천,2019-01-09 9:00,-7.3,1.8,40,0.27,3,-6.2
112,인천,2019-01-09 10:00,-4.8,1.1,33,0.76,8,-1.6
112,인천,2019-01-09 11:00,-3.2,1.9,28,1.23,8,0.3
112,인천,2019-01-09 12:00,-2.1,1.1,27,1.29,9,2.2
112,인천,2019-01-09 13:00,-2.3,2.2,32,1.16,9,2.1
112,인천,2019-01-09 14:00,-1.8,2.4,33,1.43,8,3.3
112,인천,2019-01-09 15:00,-1,2,32,1.19,8,2.1
112,인천,2019-01-09 16:00,-1.1,1.7,31,0.84,8,-0.4
112,인천,2019-01-09 17:00,-1.6,1.2,36,0.43,7,-0.9
112,인천,2019-01-09 18:00,-3,2.6,42,0.03,3,-2.2
112,인천,2019-01-09 19:00,-3.4,3,49,,5,-2.8
112,인천,2019-01-09 20:00,-3.7,2.6,52,,9,-3.4
112,인천,2019-01-09 21:00,-4.2,2.6,43,,7,-3.8
112,인천,2019-01-09 22:00,-4.3,2.3,42,,10,-3.8
112,인천,2019-01-09 23:00,-4.1,1.4,39,,10,-3.6
112,인천,2019-01-10 0:00,-4,0.7,39,,8,-3.3
112,인천,2019-01-10 1:00,-3.8,2,39,,10,-3.2
112,인천,2019-01-10 2:00,-4.1,2.5,43,,9,-3.2
112,인천,2019-01-10 3:00,-4.2,1.4,41,,10,-3.2
112,인천,2019-01-10 4:00,-3.9,1.6,38,,8,-3.1
112,인천,2019-01-10 5:00,-4,1.1,36,,10,-3.4
112,인천,2019-01-10 6:00,-3.9,0.5,38,,8,-3.8
112,인천,2019-01-10 7:00,-3.7,1.1,37,,9,-3.1
112,인천,2019-01-10 8:00,-3.5,1.2,38,0,9,-3.1
112,인천,2019-01-10 9:00,-3,1.6,33,0.12,8,-2.7
112,인천,2019-01-10 10:00,-0.5,0.9,29,0.57,3,-0.2
112,인천,2019-01-10 11:00,0.5,0.6,39,0.99,8,1.8
112,인천,2019-01-10 12:00,0.4,1.8,43,0.72,9,1.6
112,인천,2019-01-10 13:00,0.5,2.3,54,0.68,10,2
112,인천,2019-01-10 14:00,0.5,2.3,55,0.51,10,2
112,인천,2019-01-10 15:00,1.7,2.2,62,0.69,6,1.7
112,인천,2019-01-10 16:00,0.9,3.2,70,0.68,8,0.7
112,인천,2019-01-10 17:00,1.1,2.8,74,0.41,8,-0.6
112,인천,2019-01-10 18:00,0.4,2.8,85,0.03,8,-0.9
112,인천,2019-01-10 19:00,0.4,3.3,88,,8,-1
112,인천,2019-01-10 20:00,0.4,2.9,90,,9,-0.7
112,인천,2019-01-10 21:00,0.7,2.6,87,,9,-0.7
112,인천,2019-01-10 22:00,0.7,2,86,,9,-0.9
112,인천,2019-01-10 23:00,0.7,1.6,86,,9,-0.7
112,인천,2019-01-11 0:00,0.9,1.5,85,,9,-0.7
112,인천,2019-01-11 1:00,0.9,1.5,84,,10,-0.8
112,인천,2019-01-11 2:00,0.9,1.4,84,,9,-0.7
112,인천,2019-01-11 3:00,0.8,1.2,82,,9,-0.7
112,인천,2019-01-11 4:00,0.9,0.7,82,,9,-0.8
112,인천,2019-01-11 5:00,0.9,1.7,87,,9,-0.8
112,인천,2019-01-11 6:00,0.9,1.2,84,,9,-1.1
112,인천,2019-01-11 7:00,0.7,0.8,82,,9,-1.6
112,인천,2019-01-11 8:00,0.4,0.6,82,0,7,-2
112,인천,2019-01-11 9:00,0.7,1.4,81,0.15,3,-1.7
112,인천,2019-01-11 10:00,0.8,1.5,86,0.54,1,0.7
112,인천,2019-01-11 11:00,2.1,1.6,75,1.13,1,4.2
112,인천,2019-01-11 12:00,3.7,1.5,67,1.4,3,6.4
112,인천,2019-01-11 13:00,5,1.7,61,1.42,4,7.6
112,인천,2019-01-11 14:00,5.7,2.3,53,1.55,4,7.1
112,인천,2019-01-11 15:00,5.3,2,54,1.16,9,4.6
112,인천,2019-01-11 16:00,5.2,1.5,57,0.73,7,2.8
112,인천,2019-01-11 17:00,4.1,1,62,0.29,7,-0.1
112,인천,2019-01-11 18:00,3.1,2.6,67,0.02,9,-0.6
112,인천,2019-01-11 19:00,2.6,2.7,67,,10,-0.4
112,인천,2019-01-11 20:00,2.2,2.4,73,,8,-0.5
112,인천,2019-01-11 21:00,1.9,1.4,70,,7,-0.7
112,인천,2019-01-11 22:00,1.7,2.5,64,,,-0.9
112,인천,2019-01-11 23:00,1.5,2.4,73,,9,-0.7
112,인천,2019-01-12 0:00,1.5,2.2,69,,7,-0.8
112,인천,2019-01-12 1:00,1,2.3,75,,10,-0.7
112,인천,2019-01-12 2:00,0.9,2.6,75,,10,-0.6
112,인천,2019-01-12 3:00,1,2,71,,10,-0.6
112,인천,2019-01-12 4:00,0.9,2.2,67,,10,-0.7
112,인천,2019-01-12 5:00,1.1,2.2,58,,10,-0.6
112,인천,2019-01-12 6:00,1.1,2.5,54,,10,-0.7
112,인천,2019-01-12 7:00,0.9,2.3,59,,10,-0.7
112,인천,2019-01-12 8:00,0.8,2,59,0,9,-0.9
112,인천,2019-01-12 9:00,1.1,0.6,55,0.14,7,-0.6
112,인천,2019-01-12 10:00,1.8,2.1,57,0.54,0,0.1
112,인천,2019-01-12 11:00,3.2,0.9,46,1.03,0,2.4
112,인천,2019-01-12 12:00,4.3,2.4,45,1.39,4,4.9
112,인천,2019-01-12 13:00,4.5,2.3,45,0.94,9,3.9
112,인천,2019-01-12 14:00,5.6,2.3,48,1.18,9,5.3
112,인천,2019-01-12 15:00,4.9,3.1,53,0.67,8,3
112,인천,2019-01-12 16:00,4.7,2.3,47,0.31,9,1.7
112,인천,2019-01-12 17:00,4,2.7,46,0.11,9,0.2
112,인천,2019-01-12 18:00,2.7,3.6,58,0.02,0,-0.4
112,인천,2019-01-12 19:00,2.2,3.5,69,,0,-0.6
112,인천,2019-01-12 20:00,2,2.6,70,,0,-0.9
112,인천,2019-01-12 21:00,1.7,1.5,75,,0,-1.2
112,인천,2019-01-12 22:00,1.5,2.4,75,,0,-1.3
112,인천,2019-01-12 23:00,1.2,1.1,68,,0,-1.8
112,인천,2019-01-13 0:00,0.8,2.3,82,,0,-1.8
112,인천,2019-01-13 1:00,0.4,2.4,74,,,-2.1
112,인천,2019-01-13 2:00,-0.3,3.3,75,,0,-2.3
112,인천,2019-01-13 3:00,-0.5,2.5,72,,0,-2.7
112,인천,2019-01-13 4:00,-1,2.8,66,,0,-3
112,인천,2019-01-13 5:00,-1.4,2.4,65,,0,-3.2
112,인천,2019-01-13 6:00,-2.1,1.1,67,,0,-3.7
112,인천,2019-01-13 7:00,-2.4,2,81,,0,-3.6
112,인천,2019-01-13 8:00,-2.7,3.3,75,0,2,-3.7
112,인천,2019-01-13 9:00,-2.1,2,64,0.22,0,-2.8
112,인천,2019-01-13 10:00,-0.9,1.4,54,0.72,0,-0.3
112,인천,2019-01-13 11:00,1.5,0.6,42,1.22,0,1.5
112,인천,2019-01-13 12:00,3.1,1.2,39,1.57,0,4.6
112,인천,2019-01-13 13:00,3.9,1.6,32,1.78,0,6.1
112,인천,2019-01-13 14:00,4.9,2,36,1.66,0,5.8
112,인천,2019-01-13 15:00,6.1,2,42,1.39,0,4.3
112,인천,2019-01-13 16:00,5.4,2,53,0.96,0,1.6
112,인천,2019-01-13 17:00,4.5,2.5,63,0.41,0,-0.3
112,인천,2019-01-13 18:00,3.2,2,73,0.03,0,-0.4
112,인천,2019-01-13 19:00,2.2,1.6,76,,0,-0.7
112,인천,2019-01-13 20:00,1.7,2,84,,0,-1
112,인천,2019-01-13 21:00,1.5,0.9,87,,0,-1.4
112,인천,2019-01-13 22:00,1.5,1.5,88,,0,-1.6
112,인천,2019-01-13 23:00,1.3,1.9,91,,0,-1.5
112,인천,2019-01-14 0:00,1,2.9,91,,0,-1.7
112,인천,2019-01-14 1:00,0.7,1.9,86,,0,-1.9
112,인천,2019-01-14 2:00,0.7,0.6,82,,0,-2.4
112,인천,2019-01-14 3:00,0.4,0.2,79,,0,-2.8
112,인천,2019-01-14 4:00,0.2,1.4,90,,0,-2.7
112,인천,2019-01-14 5:00,-0.5,1.2,91,,0,-3
112,인천,2019-01-14 6:00,-0.9,0.3,89,,10,-3.4
112,인천,2019-01-14 7:00,-1,0.9,94,,10,-3.3
112,인천,2019-01-14 8:00,-1.2,1.1,97,0,10,-2.4
112,인천,2019-01-14 9:00,-0.6,1.5,97,0.08,10,-1.6
112,인천,2019-01-14 10:00,0.8,1.1,88,0.46,0,-0.4
112,인천,2019-01-14 11:00,1.6,0.8,91,0.83,10,0.4
112,인천,2019-01-14 12:00,2.8,0.7,79,0.93,4,2.8
112,인천,2019-01-14 13:00,3.8,0.8,70,1.1,7,3.9
112,인천,2019-01-14 14:00,4.1,1.4,71,0.94,7,4
112,인천,2019-01-14 15:00,4.2,2.4,67,0.76,7,3.3
112,인천,2019-01-14 16:00,4,1.9,65,0.6,10,2.3
112,인천,2019-01-14 17:00,3.2,2,68,0.24,8,0
112,인천,2019-01-14 18:00,2.6,1.5,74,0.02,7,-0.4
112,인천,2019-01-14 19:00,2.6,1.7,72,,9,-0.4
112,인천,2019-01-14 20:00,2.5,1.2,74,,8,-0.4
112,인천,2019-01-14 21:00,2.6,1,75,,9,-0.3
112,인천,2019-01-14 22:00,2.6,1,80,,10,-0.3
112,인천,2019-01-14 23:00,2.6,1,75,,9,-0.3
112,인천,2019-01-15 0:00,2.4,1.3,85,,10,-0.4
112,인천,2019-01-15 1:00,1.9,2.4,87,,10,-0.3
112,인천,2019-01-15 2:00,1.5,2,86,,10,-0.4
112,인천,2019-01-15 3:00,1.2,3.5,88,,10,-0.4
112,인천,2019-01-15 4:00,0.7,4.2,84,,10,-0.7
112,인천,2019-01-15 5:00,0,5.5,82,,4,-1.1
112,인천,2019-01-15 6:00,-0.4,3.4,80,,0,-1.7
112,인천,2019-01-15 7:00,-0.8,1.8,79,,0,-2.1
112,인천,2019-01-15 8:00,-1,1.5,76,0,0,-2.4
112,인천,2019-01-15 9:00,-0.3,2.5,73,0.1,8,-1
112,인천,2019-01-15 10:00,-0.2,3.1,74,0.39,8,-0.5
112,인천,2019-01-15 11:00,0.2,3.1,70,0.78,8,0
112,인천,2019-01-15 12:00,-0.1,6,67,0.81,7,0
112,인천,2019-01-15 13:00,0.3,5.5,62,1.09,3,2.3
112,인천,2019-01-15 14:00,0.8,7.3,53,1.58,1,2.4
112,인천,2019-01-15 15:00,0.3,6.2,56,1.31,2,1
112,인천,2019-01-15 16:00,-1.1,7.3,46,1.13,2,-0.4
112,인천,2019-01-15 17:00,-2.6,8.9,46,0.55,2,-1.5
112,인천,2019-01-15 18:00,-3.8,8.7,56,0.04,2,-2.6
112,인천,2019-01-15 19:00,-4.7,7.8,59,,0,-3.4
112,인천,2019-01-15 20:00,-5.4,6.7,58,,3,-4.1
112,인천,2019-01-15 21:00,-5.7,4.8,59,,0,-4.6
112,인천,2019-01-15 22:00,-5.9,6.8,57,,4,-5.1
112,인천,2019-01-15 23:00,-6.1,5.4,54,,0,-5.4
112,인천,2019-01-16 0:00,-6.3,4.6,58,,0,-5.7
112,인천,2019-01-16 1:00,-6.5,6.4,57,,0,-6
112,인천,2019-01-16 2:00,-6.9,5.9,51,,0,-6.3
112,인천,2019-01-16 3:00,-7.4,4.6,51,,0,-6.6
112,인천,2019-01-16 4:00,-8,4.1,53,,0,-6.9
112,인천,2019-01-16 5:00,-7.9,5.1,50,,0,-7.1
112,인천,2019-01-16 6:00,-8.2,3.7,50,,0,-7.2
112,인천,2019-01-16 7:00,-8.8,4.3,50,,5,-7.4
112,인천,2019-01-16 8:00,-8.9,2.6,51,0,6,-7.3
112,인천,2019-01-16 9:00,-8.2,3.5,45,0.28,8,-5.4
112,인천,2019-01-16 10:00,-7.3,2.1,43,0.61,9,-2.1
112,인천,2019-01-16 11:00,-6,1.6,40,1.16,9,-0.4
112,인천,2019-01-16 12:00,-4.7,2,39,1.69,5,2.1
112,인천,2019-01-16 13:00,-4.6,4.3,37,1.94,1,3.4
112,인천,2019-01-16 14:00,-3.2,2.9,30,1.9,0,3.6
112,인천,2019-01-16 15:00,-3,3.1,26,1.6,0,1.3
112,인천,2019-01-16 16:00,-2.2,1.7,32,1.14,1,-0.4
112,인천,2019-01-16 17:00,-2.2,2.3,41,0.47,4,-0.9
112,인천,2019-01-16 18:00,-3.3,1.8,46,0.06,3,-1.9
112,인천,2019-01-16 19:00,-3.2,2.1,52,,9,-1.7
112,인천,2019-01-16 20:00,-2.7,3.3,56,,9,-2
112,인천,2019-01-16 21:00,-2.6,3.7,64,,9,-1.9
112,인천,2019-01-16 22:00,-2.8,3.4,85,,9,-1.5
112,인천,2019-01-16 23:00,-2.7,2.7,91,,9,-1.4
112,인천,2019-01-17 0:00,-2.2,2.3,90,,9,-1.3
112,인천,2019-01-17 1:00,-2,1.4,87,,9,-1.4
112,인천,2019-01-17 2:00,-1.3,1.2,81,,9,-1.2
112,인천,2019-01-17 3:00,0.8,3,69,,9,-1.1
112,인천,2019-01-17 4:00,1,5,75,,9,-1
112,인천,2019-01-17 5:00,0.3,3.8,69,,6,-1.3
112,인천,2019-01-17 6:00,-0.2,3.9,62,,3,-1.8
112,인천,2019-01-17 7:00,-0.9,2.2,68,,0,-2.3
112,인천,2019-01-17 8:00,-0.9,2.8,64,0,0,-2.5
112,인천,2019-01-17 9:00,-0.8,3.4,66,0.25,0,-2.2
112,인천,2019-01-17 10:00,-0.1,2.7,63,0.82,0,-0.7
112,인천,2019-01-17 11:00,0.4,3.1,46,1.38,0,1.1
112,인천,2019-01-17 12:00,1.2,4.5,31,1.76,0,4.4
112,인천,2019-01-17 13:00,1.9,5,20,1.93,0,5.7
112,인천,2019-01-17 14:00,2.7,5,16,1.89,0,5.2
112,인천,2019-01-17 15:00,2.7,5.3,19,1.61,1,2.8
112,인천,2019-01-17 16:00,2.9,3.8,22,1.15,0,0
112,인천,2019-01-17 17:00,2.7,3.1,28,0.56,0,-0.6
112,인천,2019-01-17 18:00,1.4,2.4,49,0.06,0,-1.3
112,인천,2019-01-17 19:00,1.1,2.3,53,,0,-1.8
112,인천,2019-01-17 20:00,0.8,2.4,49,,0,-2.2
112,인천,2019-01-17 21:00,0.4,2.4,43,,0,-2.6
112,인천,2019-01-17 22:00,-0.1,2,51,,0,-3.1
112,인천,2019-01-17 23:00,-0.2,3.8,43,,0,-3.2
112,인천,2019-01-18 0:00,-0.7,3.9,44,,0,-3.4
112,인천,2019-01-18 1:00,-1.1,3.1,44,,0,-3.8
112,인천,2019-01-18 2:00,-1.8,1.4,54,,0,-4.3
112,인천,2019-01-18 3:00,-1.8,2.3,53,,0,-4.4
112,인천,2019-01-18 4:00,-2.1,1.6,46,,0,-4.9
112,인천,2019-01-18 5:00,-2.2,1.7,44,,0,-4.9
112,인천,2019-01-18 6:00,-2.9,2.5,48,,0,-5
112,인천,2019-01-18 7:00,-3.1,0.9,44,,0,-5.4
112,인천,2019-01-18 8:00,-3,1.7,47,0,0,-5.2
112,인천,2019-01-18 9:00,-2.1,1,44,0.27,0,-3.8
112,인천,2019-01-18 10:00,1,1,41,0.81,0,0.1
112,인천,2019-01-18 11:00,2.7,1.8,34,1.25,0,3.3
112,인천,2019-01-18 12:00,4,1.4,30,1.59,0,6.3
112,인천,2019-01-18 13:00,5.1,1.8,32,1.75,0,8
112,인천,2019-01-18 14:00,5.9,1.6,36,1.72,1,7.9
112,인천,2019-01-18 15:00,5.5,2.1,47,1.41,0,5.5
112,인천,2019-01-18 16:00,5,2,56,0.94,6,2.2
112,인천,2019-01-18 17:00,3.6,1.7,59,0.36,8,-0.8
112,인천,2019-01-18 18:00,2.8,1,61,0.04,8,-2.2
112,인천,2019-01-18 19:00,2.4,1.9,62,,6,-2.7
112,인천,2019-01-18 20:00,2,0.5,63,,7,-3
112,인천,2019-01-18 21:00,2.3,1.9,67,,0,-2.9
112,인천,2019-01-18 22:00,2.4,1.9,68,,7,-2.6
112,인천,2019-01-18 23:00,2.2,2.2,66,,10,-1.6
112,인천,2019-01-19 0:00,2.6,2.5,68,,8,-1.5
112,인천,2019-01-19 1:00,2.4,2.2,71,,9,-1.6
112,인천,2019-01-19 2:00,2,2.2,73,,10,-2.8
112,인천,2019-01-19 3:00,1.1,1.8,72,,6,-4
112,인천,2019-01-19 4:00,0.9,2.2,73,,7,-3.3
112,인천,2019-01-19 5:00,1.1,1.3,73,,7,-3.1
112,인천,2019-01-19 6:00,1,1.7,73,,9,-2.5
112,인천,2019-01-19 7:00,1.1,2,73,,9,-2
112,인천,2019-01-19 8:00,1.5,2.6,71,0,9,-1.7
112,인천,2019-01-19 9:00,2.1,2.4,69,0.16,9,0.2
112,인천,2019-01-19 10:00,3.8,2.8,65,0.59,9,3.6
112,인천,2019-01-19 11:00,4.5,4.1,65,0.61,9,4.5
112,인천,2019-01-19 12:00,5.7,3,61,0.88,9,9.4
112,인천,2019-01-19 13:00,6.7,2.6,62,1.24,9,10.8
112,인천,2019-01-19 14:00,7.4,3,60,1.25,8,13
112,인천,2019-01-19 15:00,8,2.6,61,1.55,3,10.5
112,인천,2019-01-19 16:00,8,2.5,56,1.18,3,7.1
112,인천,2019-01-19 17:00,7.5,1.2,51,0.55,3,1.8
112,인천,2019-01-19 18:00,5.3,1.6,73,0.07,2,-1
112,인천,2019-01-19 19:00,4.7,1.5,75,,4,-1.4
112,인천,2019-01-19 20:00,4,2.6,81,,8,0
112,인천,2019-01-19 21:00,3.7,2,82,,7,-0.8
112,인천,2019-01-19 22:00,3,3,83,,8,-0.1
112,인천,2019-01-19 23:00,2.9,2,82,,0,0.3
112,인천,2019-01-20 0:00,3.1,2.3,85,,8,-0.4
112,인천,2019-01-20 1:00,2.9,3.5,93,,9,0
112,인천,2019-01-20 2:00,2.2,1.9,92,,9,-0.9
112,인천,2019-01-20 3:00,1.7,4,83,,3,-0.8
112,인천,2019-01-20 4:00,0.8,6.2,69,,7,-1
112,인천,2019-01-20 5:00,0.1,5.4,54,,3,-2.4
112,인천,2019-01-20 6:00,-0.7,7.2,56,,2,-2.9
112,인천,2019-01-20 7:00,-1.4,6.2,56,,3,-3.5
112,인천,2019-01-20 8:00,-2,7.5,50,0,0,-4
112,인천,2019-01-20 9:00,-2.1,6.4,48,0.3,0,-2.8
112,인천,2019-01-20 10:00,-1.8,8.1,42,0.89,0,1.5
112,인천,2019-01-20 11:00,-1.4,7.5,37,1.43,0,4.3
112,인천,2019-01-20 12:00,-0.7,7.2,32,1.79,0,5.9
112,인천,2019-01-20 13:00,0,5.9,30,1.95,0,7.7
112,인천,2019-01-20 14:00,0.1,7,30,1.91,0,6.8
112,인천,2019-01-20 15:00,0.2,6.2,28,1.66,0,4.2
112,인천,2019-01-20 16:00,0.4,6,25,1.22,0,0.2
112,인천,2019-01-20 17:00,-0.5,7,27,0.63,0,-1.5
112,인천,2019-01-20 18:00,-1.2,5.6,32,0.1,0,-2.5
112,인천,2019-01-20 19:00,-2.2,6.3,39,,0,-3.2
112,인천,2019-01-20 20:00,-3.1,6.6,40,,0,-3.9
112,인천,2019-01-20 21:00,-3.7,5.1,45,,0,-4.4
112,인천,2019-01-20 22:00,-4.2,5.9,44,,0,-4.7
112,인천,2019-01-20 23:00,-4.5,3.4,46,,1,-5.2
112,인천,2019-01-21 0:00,-4.4,3.1,44,,0,-5.3
112,인천,2019-01-21 1:00,-4.2,3,52,,0,-5.4
112,인천,2019-01-21 2:00,-4.1,1.9,52,,4,-5.6
112,인천,2019-01-21 3:00,-4,1.2,55,,0,-5.9
112,인천,2019-01-21 4:00,-4.4,1.8,58,,0,-6.1
112,인천,2019-01-21 5:00,-4.2,2.2,56,,0,-6.1
112,인천,2019-01-21 6:00,-4.4,2.1,59,,0,-6.2
112,인천,2019-01-21 7:00,-4,2.6,61,,6,-5.7
112,인천,2019-01-21 8:00,-3.4,3.7,60,0,6,-4.2
112,인천,2019-01-21 9:00,-2.5,4.3,63,0.15,8,-2.2
112,인천,2019-01-21 10:00,-1.2,4.7,61,0.45,8,0
112,인천,2019-01-21 11:00,0.5,2.7,63,0.65,9,0.9
112,인천,2019-01-21 12:00,2.8,6.5,69,0.47,9,2.7
112,인천,2019-01-21 13:00,3.1,5.6,66,0.6,9,3.1
112,인천,2019-01-21 14:00,3.5,4.4,65,0.75,6,4
112,인천,2019-01-21 15:00,4.3,5,64,1.21,8,4.8
112,인천,2019-01-21 16:00,4.4,4.1,68,0.64,4,2.4
112,인천,2019-01-21 17:00,4.2,6.3,70,0.39,1,0.5
112,인천,2019-01-21 18:00,3.6,5.4,72,0.07,0,-0.9
112,인천,2019-01-21 19:00,3.3,5.1,67,,0,-0.8
112,인천,2019-01-21 20:00,3.1,5.6,67,,0,-0.9
112,인천,2019-01-21 21:00,2.9,3.7,65,,0,-1.2
112,인천,2019-01-21 22:00,2.5,3.6,60,,0,-1.6
112,인천,2019-01-21 23:00,1.9,3,67,,0,-2
112,인천,2019-01-22 0:00,1.5,1.5,59,,0,-2.7
112,인천,2019-01-22 1:00,0.8,2,62,,0,-3.4
112,인천,2019-01-22 2:00,0.8,2.4,71,,0,-3.4
112,인천,2019-01-22 3:00,0.8,2.8,70,,0,-3.6
112,인천,2019-01-22 4:00,0.6,2.6,76,,0,-3.7
112,인천,2019-01-22 5:00,0.6,2.2,84,,0,-3.9
112,인천,2019-01-22 6:00,0.4,2.6,88,,0,-3.9
112,인천,2019-01-22 7:00,0.4,2.4,86,,0,-4
112,인천,2019-01-22 8:00,0.1,1.5,85,0,0,-4.2
112,인천,2019-01-22 9:00,1.4,1.3,79,0.32,0,-2
112,인천,2019-01-22 10:00,3.6,2.4,71,0.84,0,3.2
112,인천,2019-01-22 11:00,5.4,2.9,66,1.35,1,7.5
112,인천,2019-01-22 12:00,6.3,3.6,60,1.74,2,10.9
112,인천,2019-01-22 13:00,6.1,4.4,55,1.93,8,12.2
112,인천,2019-01-22 14:00,6.1,4.4,57,1.88,7,10.8
112,인천,2019-01-22 15:00,6.5,3.3,58,1.58,3,8.6
112,인천,2019-01-22 16:00,6.1,3.2,62,1.09,0,4.2
112,인천,2019-01-22 17:00,5.3,2.7,66,0.51,0,0.7
112,인천,2019-01-22 18:00,4.1,3.2,71,0.07,0,-0.7
112,인천,2019-01-22 19:00,3.6,2.8,76,,0,-1
112,인천,2019-01-22 20:00,3.6,2.7,75,,0,-1.2
112,인천,2019-01-22 21:00,3.8,3.1,65,,0,-1.2
112,인천,2019-01-22 22:00,4,4.7,65,,0,-0.9
112,인천,2019-01-22 23:00,4,4,67,,0,-1.1
112,인천,2019-01-23 0:00,3.6,3.6,73,,0,-1.1
112,인천,2019-01-24 1:00,-0.8,2.6,46,,0,-3.5
112,인천,2019-01-24 2:00,-0.7,2.8,33,,0,-3.7
112,인천,2019-01-24 3:00,-1,2.5,44,,0,-4.1
112,인천,2019-01-24 4:00,-1.4,3.3,44,,0,-4.2
112,인천,2019-01-24 5:00,-1.9,2.4,46,,0,-4.5
112,인천,2019-01-24 6:00,-2.1,2,48,,0,-4.7
112,인천,2019-01-24 7:00,-2.5,2.4,39,,0,-4.9
112,인천,2019-01-24 8:00,-2.9,2.9,35,0,0,-4.9
112,인천,2019-01-24 9:00,-1.9,2.8,32,0.31,0,-3
112,인천,2019-01-24 10:00,-0.7,3.4,29,0.86,0,1.6
112,인천,2019-01-24 11:00,0.4,1.4,27,1.44,0,4.8
112,인천,2019-01-24 12:00,1.3,3.2,24,1.83,0,7.2
112,인천,2019-01-24 13:00,2.4,2.7,17,2.01,0,8.8
